TXID,fee,output,removed,size,time
0003258e03426590a8d6b3e1e6eee77f0c5ef00da5d15908bae80e68d92c58ba,65314,1490886,1510262777,225,1510262125
0009b3be525f0e04919d4b76c091fa6b655e603b1a484cbd4eb733949fce7fae,72906,316792272,1510262777,225,1510262574
001139fb176aeb3e410a1a1dd92befdea543b648a61328be32c4770e43d66781,49201,199950799,1510264653,168,1510264203
0017627b69f2e0aa9dde8c7e1f9da4e4833dace6967250e660f3fdf5069a58d1,72909,1887241007,1510264643,226,1510264011
001f6419f9f0df1b0e3e588c4945e2da9a01532e475490f8f7aa8451eb58f3a8,65736,3251634,1510261767,225,1510261644
0027763f4fadcf05f09435d0ed3e82a9f0f247f880a3eccfd8898770a9dd4225,10170,1558154,1510309099,192,1510263153
0027c77e73b15ec00c5a3919784cbd041aae322c89ae0aa6efa8338123141ddd,72908,4220072,1510261767,226,1510261446
0028b5a7e6c356fa0565e8aebaa49678a194345f977aa92eb295e32a5c49e7ee,63492,41351481,1510262777,250,1510261783
002ac1014930e04cd73f706fb70ee2431198f59df134e1f68473bd704fa589e8,81200,9918800,1510265883,403,1510261743
002b9d2436c64995dccf9c8e849c7778553b6a86b13bc5cf75431b5846f44b57,109389,2760315,1510262777,373,1510262564
0036b4f7640203cf87461cd33f6059e6440e2f1bf0cda24416d17ea7c0c29b21,16800,11932200,1510296747,168,1510263371
0037a504d7793df10f1459e80d66b36086f011a9a5b1fe4c977825f48dd18960,65700,24590872,1510264653,225,1510263076
0042f20aa7528444e40afe7a6a6d38fec3535328a610ae5c8da70290701fe327,112200,9213993,1510262777,374,1510262087
00438131876c08c8ab353bfd14f12b36f2db3bd0aca3243be031d1605d8a6ba6,72906,341897513,1510262777,226,1510262617
004f2b4656f00f59a180b6b272865aab9d254f372243bc00884be6e006569b4f,42488,12236423,1510266190,226,1510262556
0050a757c87a99516f312bb1eedc12a405f32e7dcd92f95cba49c44b176a5cae,35380,2002901,1510267834,255,1510263664
005be3ac8ca62cb7dc931d9fb4dd10b73b494fb6e4a76705c0174d78c379596d,128961,2963435,1510264653,467,1510263635
005f5572d27c769e554e31f1ba59772e3a1b24100fc41d31a68d997cb0810437,63280,412311724,1510262777,226,1510261812
0068fe9b61b937887f41201c520bcabf72a9347c356793c21046da64a0349472,72906,1927094,1510262777,226,1510261928
006e59111fc35cebc12afee212274f7dda70802d6e921f426d3fec3fa05ad306,135600,7841464,1510264643,226,1510263977
00734b46bf38b972fd499bea3c39e8ce470b4d8f534029244521f0eb489400d8,45443,196557,1510263059,190,1510262216
0077515c69cbe92cadee019c563fe98d2479628aeabba74e52947dd3efb66e67,72906,167177,1510262777,225,1510261812
007a5d76b29d4c30fe3b3a63366ba660fae13545088787345fba855fadaa0649,72909,267571255,1510264643,225,1510263788
00826d0a8a892fa55fa68219557556137dc7f965f52777a18afce452b2b5ed66,72909,126845637,1510264643,226,1510263574
0085b5191f966b90a600d3888df34a56c7cf280fde32c0656f7147213e446b5f,65992,4921285,1510262777,192,1510262471
0089a45a6da616e7b99d1374bcfced550b17d9f8d78e8d653e6e7e864141de13,66528,1961560,1510264653,224,1510263163
00958b54120a6d9ab87d874b8555d2a01dab0e070a5bcd21c7d39980a79ff04d,63100,1522700,1510264653,223,1510263195
009796a730e0295aa5262844df6c22d3a567c2ae2e6a48268505425a88207d43,65339,1945242794,1510262777,192,1510262287
0099e5dd0044ecf662dbf002b524ba30387d9e42c1c7328aeddfb2e2ff48c0d3,65736,3949751,1510263059,226,1510262885
009a4c138814799d20a9483f9895fe6952835704026377ef21a0ea1632112d1a,8814,3539198,1510267834,225,1510262195
00a008b811c6393353f234a34134e5aed2945bee8e9d19225142e9dc4487ec86,63506,1726192,1510264653,226,1510264117
00b60269b00dd1f1bd705c35a6c5a5dfa6b93dee5495ed172ba0fa92ea8ae6ab,65339,102744580,1510264653,226,1510263343
00bd9059052de3f6964f31d7cfcf909ffc0ff3292992bb3da6bbca644a780817,67694,0,1510265883,339,1510264095
00ca4f9205fa532ba147afba519ed47d2e412dd16cfa345f059a7974bc633674,6374,23091,1510871933,191,1510261477
00dac436a445083a6d1efc14c4765d2a1690d7a513e517d43b93ba438cc9e9b7,100861,22137119,1510264653,338,1510264193
00de52afcddb64c2a53c0256e259161c10f6de7ba23df66ebf3df3ae5523e4f2,108785,4374445,1510262777,373,1510262317
00e08088e6368e8a3e3a4bffa7c7ce9928a879b54b52b7cd4971a8a4fce61cdd,48364,892178,1510265587,225,1510261544
00e088747b89aa58a67f24069497a8cfc6835e8b53660eb0c5ade867b7dd710e,72906,0,1510261767,225,1510261653
00efe1d85bcccf32332862b9788c0cd36821321eeedf235b0e038356e5827010,65540,689934460,1510261767,223,1510261534
00f663ac555e07e534a0465e93fe987b218ee8ef4767913f0311548c6fad0cfa,41132,7418127,1510266190,226,1510264319
01097faa88ba04dffa1b24b71f7b2b1771ad01c5d0c454a918520adac65533e3,72556,3106882,1510267730,373,1510263251
010b3dbbd6b37a8e0bc2428e56f7649c4bffb3bf366dd537da6b560625c10db2,104927,1385073,1510264653,371,1510263094
0112d5f26cfb04b8f32910724cc81d448bfef8ef88f53b20d102daf92fa54ae3,72906,449222497,1510262777,226,1510262650
01210a6892c01137c8042a194e55f97e71bb4227c9dde8ad20ef7747d09286f0,72908,142490,1510261767,223,1510261725
0122df5d587fdc7f06a103b818884d75df3e448b600fb2967f77cef52c3727e0,46412,12514614,1510264653,192,1510263301
012355397e2be2275c85c5e076a04fb60aeef152e90dcda0eea02f7127d64c45,195392,52100061,1510262777,668,1510261909
012bd110acc69459e585318a4cd4ff65eb032cb07cf6b37f1897ceb9dca83cc5,24634,219097,1510270136,226,1510261496
012ca8160e14e956e060147745a52980a6faba0e98904885e9a5982bd2642051,43844,8706156,1510265587,223,1510263263
01310871d1b150152a11f87d9774a568353e7be70b6af20353fa3bbd9a6dffdf,104720,928607,1510263059,374,1510262934
01345926a1dddea98376930fe25f8b8fd4646736e127964a72b8b4329baaa2a1,43844,556044,1510264653,191,1510263134
013d386e297b9b8e12d3c83efa8dc5be90026714316aaa53287adaf21509908c,42334,2376666,1510263059,225,1510261468
0142f3c0b3bb8a81b081819adfa5eb7931071b3fe6f22be13c61c427c64f69ab,151834,8897076,1510263059,520,1510262824
01440c6562580d2edeedf3362c51fb2ad541bd4f0a646b5353b637df5233ff64,198494,1081348,1510264653,667,1510264117
0148a09554bfc7d522a89b973c6a6b57ced636d9d14cc2ce54f7339f90f6d24e,65154,2056989,1510261767,223,1510261644
014d3994da7ce11095aeedf850ccbe0df19b7e0e9b05493fee75830c2434fd06,72906,758359,1510264643,226,1510263094
0150e3e13d378447d8c119e577eae7e050544bb7aa18a88baf2bdc78f30c8ffd,72000,8008353,1510261767,223,1510261613
015216ed260950e1086548518058d4b8f97d0c6e14d89b57ce4bbf361f281d7f,42488,23495667,1510266190,225,1510262460
01532ed4c849ca6292a0931bf0bde753fcb66eb4281a35f77b03aad1a8f85d4d,63054,739487,1510262777,225,1510262515
0157d15edf0d182bbcebcca2cc40e98be09369cb782d0f9aa2acfdea38a067d2,48118,1125775,1510264653,166,1510263977
015b54dbb79c900e7e30caef3cde93f0ce287d1ecd550d8eca5af35469acfe9a,67648,19940293,1510262777,223,1510262026
0162b01abd41548140139f30452b9d60b0fc0a22b3dac884320a32f89ec83fa6,63600,936400,1510263059,226,1510262934
016637617b0384a6ad2f0ff9711ed268dd9ec58b875ae473e0f479bf9b0612b3,45200,982623995,1510265883,225,1510261967
01664bcff2ce5fbfe78403e45d026d84448a5cead24b13ad77ff2a98589adc7d,92535,115680,1510264643,224,1510263956
016909bed1d0e48d73dbd8b71f3a442d3e300f2667f219f04d94e5d6bb42f7e9,58882,79550775,1510261767,225,1510261754
016cdb7300ba2bb6f728b2509be82e564f384a96e9dabcb8ad0a8e02cbf6f536,66409,883478,1510264643,194,1510263114
0173d8d242ca09d255dcdf25a338146f7b7836a844379562ade3a3acbdfb1df1,45652,3437191,1510265883,225,1510263421
01798159a4a5269c62d5230900ed69c5316058a0123fc166ca39cef8565df213,72906,382934303,1510261767,226,1510261714
0179d8060c4bab0c9f8c0ab77e2e27367de21da8ba512bea28c60706d1d7f76b,70199,75474540,1510264653,226,1510264297
017bb791d8f971768f929699da21f4fb90aeea7d72c6ebe00d4d314db163f3be,47229,11083414,1510265587,226,1510263104
017f0350db97ed47bfd2e04f6b89e260a2c64f20ff196f297af6cd6a07e5d8f0,72906,616038,1510262777,225,1510262026
0184c8aa85b3970996121f779e013f9938739285982982b69d44e61ffee8d78c,512056,19551338,1510263059,2037,1510262146
018d357d1ba8b93ae713a2499cf8114fbac0f3eb4bb7c1c781833d641bca9fe3,72906,14059707,1510261767,225,1510261574
018f0913628de061eeeef569ca71dd1f62849d0d65a30a3567a16cea4d29c396,72909,46168122,1510264643,226,1510263491
018f6a5a52ac5a443a85f409b852f436a538ff010daa8ac64b1aa0ad1e98d2b7,67000,781984,1510305076,793,1510262086
01aa14434883cb4e3792652f1252b9eac63f606a5ca1691c39f384aa5ae9adbb,288116,423706683,1510262777,968,1510262126
01c5a4bbd9fe82db8c672ed6ee3cf98e23765478d6e9fae0d9a50cf752957d1a,72906,18627094,1510262777,224,1510262047
01ccbecfcbd04852b7c32906817df08f6756cc75449300aaa0887a8acf9a539a,66250,5043712,1510261767,226,1510261446
01cd2cb90af2390f0a4dc4d89a66c4a341681c9819fac068229c0c16ad710588,35500,6942000,1510263059,134,1510262914
01d0e37e6c009c011acd60a15d864a3f44ea8645d7217ca3e122dc76a414b57b,86221,989681,1510262777,293,1510262400
01d2a0c3d80a16d270a7054ed3818c58e2005f79a753c7e63fbbe81646848b5e,108741,2540216,1510262777,374,1510262668
01d80359bc1507a86cf8b03fb1ada548c427c93519f2e6f5dbe0bed9019dc1a9,42768,71051,1510287728,208,1510262723
01d872d0381478022e498a235bd1165687504f014da8f426e54a119ace1881eb,556200,16571071,1510264653,1849,1510263413
01dd6187095b450e24eebf9400f7547a188f6f80b011fe2b2b21b0fa28604b8a,125328,14032786,1510261767,439,1510261703
01e0cb71ed0b0b4c6d11e65d5491126c27766a5e8b040efc01991ff9fe091746,47670,3931314,1510265587,225,1510262813
01eb0c2fa5301c1ca3b142de3e8d15556d96197000f48c05eeb593680484538c,45991,7511035,1510265587,192,1510263192
02038b7c4b47f167db0c1b6d76346b2dea5fd60319f1caf1b607cdc7c7eae160,47600,3392503,1510264653,170,1510264264
0203d77c93a8e5ce33d7d172f99453370f9ce126dc014d0b28e136e647bf79c6,100000,102730,1510261767,223,1510261613
0206001cf7bc21ec252012c6c14c2c8b1729f656e0cc182779c562f74ee528cf,41584,10868394,1510266190,223,1510264319
0207cd8d8f75375186bbf5abaf04d10f0d88810690c9ef975a5201052cd203d9,215088,231080612,1510262777,816,1510262472
020a60884950d5882a14765020e27212ff93a3648d353d40dc135a4089167507,20820,257180,1510309099,373,1510261604
020d8855a2b9c3b794b4fd3d03dfa990d965f76ab3c89007e678f8ae2daa38c3,72909,847587408,1510264643,225,1510263935
021dc17cc20ee37fa0f6480b9199c7c4bd9ade286fd78f7d3800aadb16edfff3,48052,959118246,1510262777,168,1510262166
0221e19900830d34e04310f40231d8f36ce2a1bafce4ec2e369c051e0fc08154,155700,44227991,1510262777,520,1510262135
0232c4d7ae71dec1011a5aef301d873ef6c75d25be7cd80b32d5bde2df9076e3,72906,195087,1510264643,226,1510263153
0235f99ab55e29cb039270ff1e5fd1da474f4175323b6b7a4e18e8c2b025cbab,119040,912148,1510264653,373,1510263914
023d99d956195a2f7c537e10ce5f741130e3a71c1657d206831afa578cccdeb6,40228,1290772,1510267730,225,1510263562
0248589bf4a097a2244453d9821043e242e49230b9566374c86509427070b926,72909,149798271,1510264643,225,1510263625
0248c809dea6f80d37b11e2da18fc7164af4424bfa4429385bfa9a05f6b5505b,41810,2633736,1510265587,192,1510264331
024b9aa6578cc9263f995400f8dc8a984774f5b99e23dba530051db89bbcceb5,72906,257150,1510262777,224,1510261804
024fadc8e9112c4b31d34a525e78134c17e6330aedc2d76436bce637e043ee3b,72906,1597193,1510264643,225,1510263212
025084ed00242c1ba803bffb6a8864ac5f1335e7e17c951eef1fc59887567483,888888,1605995088,1510262777,2379,1510262135
0251bd68b1d5a7126185af9ec32076584e647d5bf82e116fc3ece95bc2eecab2,74928,3672635835,1510262777,258,1510262502
0258aa90c5f46bbbc0f007fca47be96d20f605c5790861753f47dd8ca0dae8ca,59040,1279940960,1510264653,225,1510263959
02594c63f87ef6567433317db533c16c5589e133df5079dac3a655d1f09e6604,54624,1649359,1510263059,226,1510261633
02659a58ef5a1d62b501771585eaf47251a23c8c69b7b574c51da7c7e07a01bf,72906,185100,1510263059,225,1510262883
026b8036de8d849d9e042e8ec166bfd2e7e9d5069c2190fff998907c1af5033a,68544,1984683,1510262777,224,1510261949
026c52cb0f4d26c1eda9c6e0e2e8339949dc60972a578dbe23b8c16d676b4358,72906,11315443,1510262777,225,1510262156
027062d3909df8d70fe565ba0f7c550d0e0e6672403ffc67ae843aa63a042cda,72906,81865021,1510263059,225,1510262954
0272fc1d5165e471ba0dc82b5e0e2c04456d481ff8308be60a6c2e1a56029ce0,72936,774924477,1510262777,226,1510262168
02732b2eea62eed4fffdb2e106a9be43172b1928171535c6861535a98f4b4e29,63280,446000539,1510264653,226,1510263163
02794ad47e6090258588d87333e02dce586e6fe609ae715a5f81de1218f82e63,1436451,633083417,1510261767,4354,1510261407
027fd7e4c61bf004f3046db821d0d678eaa8638f826f21719210c3f0cafc0607,73800,625000,1510264643,189,1510263625
0286b57c5c0b072280bd0dd06aadd05dd6b4663a24b29c992dd3c358f768dfa5,69519,75227376,1510270136,372,1510262429
028831d7d16a76d2811c5b369b2ed8c123789911710efb0d1475d9060b1c8912,108785,99083161,1510262777,374,1510262066
02893b65635d67cd662863c3cda926263cffae6e336b7f3fd7202730e8eb0726,72909,78369,1510264643,226,1510263473
0289f3fd63ceb4ad77c0a69c4028528ab3faaf5a09c1dc02c1d64cf6769bb150,42036,36526953,1510266190,226,1510262523
028ec1e85877735827f01da97a38d15af6d329881b01c4d8831d88a776ca36ff,65675,490554,1510264653,225,1510264106
02945d75ba6b178f7025398aaad24c6f37714ee8c5d009f3737da577c6bb041c,108460,139891540,1510264653,372,1510264063
02c700d09d51cf3cbca64b75d921d5dea1453978d8bf088c0cebc06f52667aad,59212,3540788,1510262777,192,1510262398
02c9f2960d04dbfd0a233a244bfac5bdb5bced8091c4b68504cebe499b7c61fe,67800,1701291200,1510263059,257,1510262866
02d072274ea71d5230b6dee171d38e613f2ce72d2c72ceab975f342166f48c90,93960,534584,1510267730,520,1510264020
02d39a2683f598de6d7663b50bc6871c45d7df168353bd7c0b2cb78ab6513278,123505,160054487,1510261767,404,1510261564
02d7f660c42751b620fbe0012210d4c39e4890620d4a8bdfcdb43890dd72cdc8,75000,40905044,1510264643,226,1510263114
02da5bf952d407151a164ef52dd9edc473796203b26285c7c8def79ce42b183d,65540,321273,1510261767,192,1510261603
02e270194b6c39aafc4f0a54d7650cce4d8dbdebfddd2105737b5ef2fb0fe135,44748,288330,1510265883,226,1510262794
02e43f7940ea153736ede06fa82d2d8ae174be7615ee8578e32bcfa714600e6a,72906,834279,1510262777,226,1510261823
02ea0f3ad24813743424cc0e138f46228a6270ad04e09deddec2eef9ff7947bd,61330,22457319,1510264653,214,1510263788
02edd8bf431324af47d5f960594136960e9d11adce7a8e7c58714d39316e8f90,65400,1055612,1510264653,226,1510263045
02f0136301a56b21754ef09ef65aa7af5fe6a2528ed0ed7682893ca50a8782ab,97347,141991151,1510262777,372,1510262753
030079dc3985913d36e58ff4c6e48275a2ee1a488a1b83059d2c737c0519a0b8,104900,10639300,1510264653,373,1510263491
030802c3a2fe13babd437d5d37903cee06a035339afa4dfd1478a5327687865c,44748,83766,1510265883,226,1510262731
030cb7339e654db0888a3f39b3e4b1cdedbbb8349b1e454d3159f4be9ac099f6,63504,188768942,1510264653,208,1510263293
030de523e4cb94cb8f0b6dc3413885e82b9af246600a903619c6a520dab8cdb3,38482,13811070,1510264653,134,1510263768
03167a734131f5bf423cd6cafa2837c1d7eb10047ccf14ec69d37a3a5217d958,43460,0,1510264643,134,1510263422
031c700662b9fda4fe761eac4ca9cf915b8b66edc8bcf6f36ef4669e3c4be4b2,108203,12740112,1510262777,372,1510261909
031f2db899db2d630e8878f8985a8c550989d6984478c44bfe7d7c0decc5b326,61861,6505765,1510264643,192,1510263809
032ccb34ca365d9def5759a26bd45c7c98b7a66530cc5c51210047c564c8146d,67800,33219663,1510262777,226,1510262409
032ef5b5e8665a802449f4ea3e53ee7adaab57396d13b1f7b6ec50a52b36f74b,43386,1524132,1510269627,372,1510262115
033692a0c77c19a324b96293b807fa74968566244c20cd8c68e0997b997529dd,226,0,1510263616,192,1510263636
0338d32501e645c9aae7c3a8f53c64b80d50b4130e299eddcb995d9bffe78714,15115,9800000,1510266190,192,1510261407
03436835b96232f2deed61473153da3e242ebfecca734e13ed2172f54b970b57,54707,22749920,1510263059,226,1510261663
03440c4a800e24d9057cc93962853e5321f39a19b35919e98a64fd51eb93d0d3,109650,90380,1510263059,461,1510262276
0359986e6c9a13c14ddf699be4853d794edddf12c9b60a769b933b5bd5d55bac,72906,224918043,1510262777,225,1510262461
035d12d48c240bf3cd1dff9bb3144371840c3b5f1999e6ed02769cfeabf9fc1b,120000,0,1510264643,192,1510264030
0366903bc8ce98a82e721ac3810d7a3fdd8e9d1b32d18ca3b4f22f86327a4f0e,72906,2197485,1510262777,225,1510261977
036f515de29c1fdb2b2a331936a22477b813c479061cf74b429e47a2564f4d00,64350,6815933,1510264643,170,1510263086
037a83a6102f0474cb7b9373ce9b95b2576e414d881a69ad3382279947698de6,54707,1500000,1510263059,226,1510262554
037a981d2e58b143d464dd26eb8f0ac57b0a50b71f86cbca0ba423b8ebf5f09d,5139670,1701000005,1510261767,16803,1510261724
037b0c3ec15f5eac4189294dcb984fcb287a2feb82be895f7d6809592bd6383b,73060,76686802,1510262777,259,1510262690
0381b6db6fc65ddb48600646bd2700d7ece255ddb18161029a30d9721eeaee46,195392,7078200913,1510262777,664,1510262710
03a4c82e98428561171e7884ae0893124dbffbffd4b17f21e7f448d22d80deac,195392,7650839206,1510262777,668,1510262388
03a6432548e5318cefa5ca0f5a49ae9036586bb4bd34ac99cbcbbc4f3a3b7f60,39312,4225596,1510270136,208,1510262156
03a6e92c041c0c0f7a3b49be2a10d1f3c02fe6cca448a2952789ecf065a81d77,72906,326114,1510264643,223,1510263192
03ae194e0f69367072907684c93d31ea3b708cd6a28e0ffc4b8e380a83864b08,156087,7321164,1510262777,520,1510262268
03b0d43bc695bc0daba50c85a5833e4963f64bddaa13f7fa20ee4d90e444bb88,72906,199479682,1510262777,226,1510262409
03b7c7802cb58aca8da1ccb1b5032816f5cb1df2d6cc80bbb1a98eb37b68d5a9,108410,9432024,1510264653,374,1510264298
03bff02bec69335cd152d8a3a4e83b10b4dd0528d96944420e9b6e93c795fe69,68252,694722,1510262777,223,1510262056
03c43cbd8454a3737f4f96f48f695e7ecf8fedac589de894027bd9852d4ad548,44765,368114,1510263059,191,1510261683
03c69f328ff9e5cc079006f6523208de7ba891e0de1b6ff8da7e3778594b9410,146691,7876378089,1510263059,605,1510262660
03c9956de37b796957d077983032e851b879f51fcdc32cca9a16dc12c693d13e,40906,1357101,1510267834,225,1510263988
03ca0a447543b62e8f296c32d4ee5570d6e3ed8d34e68b6a5c29b9b93533ecc7,40454,211246,1510267730,226,1510264138
03cff48aac5545e54753f721af74d804d875018d8ffc578541c7551173a171f0,63506,10756138,1510264653,225,1510263840
03db3c510a662b6ae7fce46c379b1a5e344ab12742dac33d71cd78bd3e043fa3,39550,20914672,1510267730,225,1510263491
03dbae9a99f45e6a5bc93374fe872c6b57050febdc3ae44c7dcd27d77815e6ba,72908,2346472,1510261767,226,1510261476
03e3050a5c8012887346ecf7852385295be3512c231705da1f27f093c4e8e712,72000,8621298,1510262777,225,1510262711
03e337d07d39cb360f871a0fc68892a71ab9e904d654477ab6a32c50a7e4076e,61000,16229000,1510261767,225,1510261466
03e74ab155e366d4869d5aad13e752deb5cd12465ff1b1618ed42aeceb062982,65094,3482806,1510264653,224,1510264242
03edf55b73db80b8f0e6282e43934b69fbc4b259ddab9049266a2aaed114f6e7,74800,1931187,1510265883,373,1510262796
03f0e69441af2cf229e2732b91f4a52254e6703d6a35b105d4cedd1e956617f7,53768,97023355,1510263059,216,1510262115
03f414c4312e705802e3b679684a86ca08ec61dde67759cbf55a8b95243ac12b,151380,14017341,1510264653,485,1510263045
03f4366a8b2b1c1f58810746c471717d3d80ecab1e119886ba584eba80184c1d,65450,199934550,1510267730,374,1510263603
03fceba8dd536275be3422db5c902737de518cc7d1161393100069e4a158d251,66670,26788091,1510264643,190,1510263331
03fe1982ba119719d85bd1063423829edc59018b8025ab01b5037fb041359aa4,89040,1414293,1510262777,317,1510261967
04083f0817bd5c80880cf26c0dff5a7fc5c161980416b69877fd7552faf2e5f1,72908,916290,1510261767,225,1510261458
040b1ad14a9fc58224e94e8036e92343affd6aa6a847884bbf1f5b51d9bbea06,72906,15549522,1510264643,226,1510263085
0414ed710374996e8b0104f8a86135b812c473f2305e383975742353cd173217,35689,1399964311,1510265587,168,1510262096
04169a0c9f476d81ec10211aa77c31d950cf7a754330abbc6458c8a842bd6233,75000,38416214,1510264643,226,1510263674
041f9ca9b00f4fea1a0f0120dd1f0192da06e36db4bdf78ba8cfa037b3210ea9,65696,139608,1510262777,223,1510262256
0422e5b1e43defc712a09a74ee4a52dfbc10f2e7af9be26008c236a0dfd06ca2,44070,349200,1510266190,226,1510263331
042330260c9097420a49363aa4778075bea4711ad134c0a16477d5a084fc300e,81261,418739,1510262777,249,1510261783
0428205e4d4f1f1a280138157e472043a21330b6d38bee5ef18c8fcbe7273613,72906,2927094,1510263059,226,1510262984
042b3d6012385170f5b6d8896a89a69ac1d4a450054663a27ecde59bcf08fed5,72908,18579458,1510261767,226,1510261515
042c359784874bb254551bf02cce153d5c62849afd95487665665328f7b58efc,151834,19897082,1510264653,520,1510263851
043ba2770aba5d294df6d1295b43ddd678db7dedb612012dd08b464edf69afa6,27120,93807584,1510269627,226,1510262188
043cd8b313005e9176984fb323a9fcaa1e82344852f99164ba80fa42c437764f,65314,113784,1510264653,224,1510264330
0440de680ed09ad28ad9291325832081bc1e2c4da7eab10c943976cdfffd06cb,97812,1152188,1510261767,373,1510261388
0444eef0e1be5756c1997d2c0aad70c76ad290b48f9b10293c0f1f9a3b2b3d3a,110704,892722505,1510264653,373,1510263421
0446d030c01d8181bfb0a688aa555a257cbbc71aa895ab21e9571953a6788ccc,13464,2250601,1510862979,373,1510263809
0451dba507bbd6c02d481c10282f8a7eacc8032a14938fd3973a6d21f7d3bca8,61325,23962034,1510264653,216,1510263572
045d08dcbfd34f7f86d71dd3fc2e56bff28fe6419a7af3202482c786fdaa3c4e,71665,1908204,1510264653,224,1510263123
045f08efb66a463f03c597ce47dfaeac5152cbf606f3543e8e3633808f06202c,44748,2827024,1510265883,225,1510261784
04650049ebfc29f02cc883aca0accded1e7f85c1e33c9023a203be90f8275839,248461,5967429,1510265883,1257,1510261633
046635fa675ea8c2fdffe6c1499923d0feb1dd370f27f05b7ac4f2c038ad5103,72906,250103429,1510262777,225,1510262492
04700ff04a8c71b18d27fff8d272ad2ac084ca55c1e422a539e118c53a68ba51,49042,778080,1510265587,225,1510261653
048f4ca02ea09360ba9ece6285c69cda3485c9044c21661a707210aebf02c061,65694,7249975,1510264653,223,1510263361
04989c8db345998f91bf8a1b70a2ac430d6adc69898b847958b8a34e52267080,67980,41632020,1510262777,226,1510262513
049a4cc8db6d929d27a218aea87ce4334276b160224ea9d8683894fc94c83412,72906,558131,1510264643,226,1510263252
049c0d5f535068c14ab68ddbcd6dbd7592515b27097fe5943d5e843f038dacfc,72906,789016,1510263059,226,1510262944
049ea8e24544b2c1672ae8ead42a9927c7f7e6f4777e56b686218dec14ee2c63,147108,40014879,1510264653,533,1510263872
049f0a61486d78c2628cbe754cde823b63da4a2c616df9ec6828e5e7c602514a,45000,1249075740,1510265883,223,1510263747
04a09f2fa8b548ff800cbbdd0043052443e694305bee4bd7668a788bc449320f,66400,10783600,1510264653,226,1510263351
04a6207c490e199d86667cfb003f8ba0cd282f744bbc703b3c92db5567021f35,50000,85437309,1510265587,224,1510261733
04a9016bc49f1b8ab84fa531566518eaba6b037a7e76d8031cfedf4c85a0a3fc,41414,316323826,1510267834,226,1510262339
04ab9920c740c43b61524048f5ae16fb9f23e48caa92d9e0c2950676ac8a6891,194300,20608833,1510263059,812,1510262944
04aca502478f179ee9d5fb1fe977012357b99b5398ca4edcc805419affc74616,131913,2635072,1510265883,668,1510264309
04b5f26d3b8a180836807f165943d6ec6bcf81ef1fce6242d5b2ef34e832bb35,65736,1972824,1510262777,226,1510262544
04b7bf2b0613509a1b2892e432122cf87738650942616db12cc8dd8ebb3ff89b,40680,832835,1510267730,226,1510263853
04bdfc3bb4e313fbe29b8158776b1c8309d332466f06d96f1cba19a692b0f80f,44974,2738194,1510263059,224,1510262086
04be8911d038e9f14f6972c3defb9a75c8fbc8391fc87eb348e3ddc074ca34dc,72909,1859560457,1510264643,225,1510263998
04becd93710800b5a3f222e7c1f1a8bedc5e1a6226e1f4c67045c2e030ef44f5,36504,225866,1510266190,205,1510261870
04c2aec1e33e416924811124fcc1123fe454ecfc7bdfe1cd6b2676650eff8d63,108393,3868821,1510264653,373,1510263094
04cfb49a642308674a77a9647ec640613b22820bc4e1660bd998fc860c092bef,72906,431000,1510262777,226,1510261879
04d1ce9091e0498ab4a58a358e46958a8d8a98ffa74aadeeb29e1138b3b9d70c,54705,1335541,1510263059,226,1510262318
04ddedae62bbc09d4984c491903fca477dd86e7555843e10aa4b1643da2f9c0a,48097,112839903,1510264653,166,1510263872
04de684a32afc202218fa055b11013d46d3325a885b172ca0c153566b70e59a2,82240,2726058758,1510261767,257,1510261507
04e15aa89b719768dd5ed387184eb1669ba0a5040f46824a565e34b7bb3e5eae,65675,999934325,1510264653,226,1510263341
04e58e9cb213ea9a69d6efee4d9b386abe6f356f05483e23f6b7e55cf534edd1,270068,1205000,1510265587,1256,1510262026
04ed992068e46ecd04552d155a5ac222f7bc306407f0610dd79f404cf6f08d95,53844,3278756,1510263059,224,1510262237
04f15233f93361ade08521a44710436eba22ffa2890801fb3f327781458bb0ea,126315,34212215,1510264653,520,1510263192
04f39059321c54c26706e37aa1ca6cec24f560e9e52b341a6d542ca089a6922c,195392,9694806121,1510264653,663,1510264073
04f8e8e27fafcfb6068589717cff4bf9825dc0835680b0ec4948a080af712ade,54705,3721533842,1510263059,225,1510262648
04fc5bf83e51847ef88d75bb1211ad3f878b365a60ddae6fbda471743f16f21b,72909,32393795,1510264643,226,1510263461
0503185b069f560c3447d0116eb9a577ac0c88d1ed21a24fc7b60e14490619ca,75000,157749043,1510261767,225,1510261515
0503c288e249234026d44efc8150f1b18918de1936c7e3c554ab6bec309d72cf,490986,19938000,1510265883,2405,1510264041
05057dfb8af0d8ea50e83b9d0eadaa662b938257e7466e117229a8ee4e882821,72908,6542125,1510261767,226,1510261603
05146f309256df4afb39d7bc2ea959dc763e2949a2909cc48ddcf11f2e889da0,45652,9107305,1510267834,257,1510261633
051b58a78e112c4561fef12b1efb2c97f67019c6e025a414f64b9c24b6ed0ff1,45878,1283360,1510265883,226,1510262196
05241bf0a60dabf3a739df518ac912060686c2c33a629f942b358661b193df63,65676,875146004,1510262777,225,1510261773
052a6ae655ee102d8f1718f3348da67a6bc5604413c7dc6a1110154e59820ab5,107010,2500000,1510265587,519,1510261723
